id	name	type	location	team	initiationDate	finalisationDate	finalStatus
8408	Archery-8408	Archery	Seventeen Mile Rocks	Team-98	2009-07-24	2011-06-27	
8409	Soccer-8409	Soccer	South Melbourne	Team-75	2018-09-24	2020-07-04	
8410	Netball-8410	Netball	Keilor Lodge	Team-36	2008-02-17	2009-08-30	
8411	Volleyball-8411	Volleyball	Ngunnawal	Team-38	2003-03-23	2005-02-07	
8412	Diving-8412	Diving	Shelley (WA)	Team-51	2005-05-25	2005-12-17	
8413	Volleyball-8413	Volleyball	Mexico	Team-3	2009-01-12	2010-06-04	
8414	Swimming-8414	Swimming	Brightwaters	Team-37	2010-08-13	2012-07-13	
8415	Basketball-8415	Basketball	Balaclava (Vic.)	Team-68	2000-01-02	2001-06-16	
8416	Judo-8416	Judo	Chifley (ACT)	Team-79	2004-05-24	2006-04-14	
8417	Archery-8417	Archery	South Lake	Team-63	2013-06-10	2015-06-13	
8418	Boxing-8418	Boxing	Bundalong	Team-46	2003-06-19	2004-10-11	
8419	Hockey-8419	Hockey	Gambia	Team-20	2018-03-05	2020-01-21	
8420	Triathlon-8420	Triathlon	Laguna	Team-29	2001-12-04	2003-11-07	
8421	Golf-8421	Golf	Cremorne (NSW)	Team-37	2010-02-13	2011-08-17	
8422	Pentathlon-8422	Pentathlon	Coburg	Team-44	2017-11-03	2019-04-14	
8423	Racquets-8423	Racquets	Erskine Park	Team-19	2006-01-02	2007-12-22	
8424	Rowing-8424	Rowing	Clifton Hill	Team-68	2002-03-19	2003-12-03	
8425	Softball-8425	Softball	Woongoolba	Team-83	2018-08-28	2019-12-23	
8426	Rowing-8426	Rowing	Springvale (Vic.)	Team-89	2000-12-26	2002-12-11	
8427	Fencing-8427	Fencing	Minchinbury	Team-50	2003-01-17	2004-03-03	
8428	Golf-8428	Golf	Hamilton Valley	Team-32	2009-01-07	2010-03-23	
8429	Volleyball-8429	Volleyball	Cossack (NT)	Team-2	2012-06-08	2014-05-28	
8430	Softball-8430	Softball	Carrara	Team-67	2014-04-27	2015-12-22	
8431	Handball-8431	Handball	Jewells	Team-89	2017-05-09	2018-11-13	
8432	Taekwondo-8432	Taekwondo	Canning Vale	Team-75	2005-05-03	2007-04-03	
8433	Shooting-8433	Shooting	Flagstaff Hill	Team-12	2017-08-03	2019-04-06	
8434	Netball-8434	Netball	Mount Warrigal	Team-47	2015-11-13	2017-08-13	
8435	Taekwondo-8435	Taekwondo	Rockbank	Team-5	2017-06-03	2019-01-26	
8436	Handball-8436	Handball	Marree	Team-94	2018-12-15	2020-08-11	
8437	Judo-8437	Judo	Mackay	Team-76	2002-04-02	2004-03-10	
8438	Netball-8438	Netball	Woodcroft (SA)	Team-72	2000-12-13	2001-09-06	
8439	Polo-8439	Polo	Rowville	Team-5	2001-07-16	2003-07-10	
8440	Pentathlon-8440	Pentathlon	Mount Rascal	Team-91	2015-09-12	2017-09-07	
8441	Golf-8441	Golf	Casula	Team-13	2018-01-09	2019-11-05	
8442	Canoe-8442	Canoe	Brunswick East	Team-58	2017-12-20	2019-03-25	
8443	Handball-8443	Handball	Connolly	Team-26	2001-02-22	2002-08-30	
8444	Sailing-8444	Sailing	Sunnybank Hills	Team-62	2010-09-05	2011-10-26	
8445	Rugby 7s-8445	Rugby 7s	North Lake	Team-47	2002-06-11	2004-05-30	
8446	Badminton-8446	Badminton	Hassall Grove	Team-4	2001-08-22	2002-05-08	
8447	Tennis-8447	Tennis	Melville (WA)	Team-92	2006-08-15	2007-11-26	
8448	Squash-8448	Squash	Merimbula	Team-78	2007-06-01	2009-04-25	
8449	Archery-8449	Archery	Edgeworth	Team-45	2011-07-13	2013-04-27	
8450	Cricket-8450	Cricket	Glenalta	Team-3	2016-08-28	2017-10-06	
8451	Pentathlon-8451	Pentathlon	Bondi Junction	Team-34	2005-04-22	2007-04-22	
8452	Cycling-8452	Cycling	Dudley Park (WA)	Team-7	2015-03-18	2017-02-26	
8453	Tennis-8453	Tennis	Holland Park West	Team-13	1999-02-15	2000-02-17	
8454	Swimming-8454	Swimming	Cherrybrook	Team-22	1999-04-15	2000-04-04	
8455	Water polo-8455	Water polo	Mount Martha	Team-76	2006-02-11	2008-01-18	
8456	Badminton-8456	Badminton	Usher	Team-59	2001-02-17	2002-10-18	
8457	Sailing-8457	Sailing	Maudsland	Team-26	2003-06-16	2005-04-12	
8458	Polo-8458	Polo	Bungalow	Team-25	2013-08-04	2015-03-18	
8459	Netball-8459	Netball	Greenwich	Team-64	2010-09-15	2012-07-24	
8460	Golf-8460	Golf	Randwick	Team-46	2016-01-04	2017-10-12	
8461	Kayak-8461	Kayak	Edensor Park	Team-46	1999-01-16	2000-12-11	
8462	Kayak-8462	Kayak	West Wodonga	Team-82	2018-06-10	2019-09-19	
8463	Tennis-8463	Tennis	Summer Hill (Ashfield - NSW)	Team-18	2011-08-28	2013-07-20	
8464	Racquets-8464	Racquets	Utakarra	Team-55	2017-03-06	2017-04-06	
8465	Water polo-8465	Water polo	Parkes (NSW)	Team-27	2006-01-21	2006-10-25	
8466	Sailing-8466	Sailing	Bonnyrigg	Team-48	2004-11-22	2006-11-15	
8467	Rowing-8467	Rowing	Myaree	Team-29	2009-07-27	2011-03-09	
8468	Weightlifting-8468	Weightlifting	Lawnton	Team-7	2004-02-16	2006-02-09	
8469	Fencing-8469	Fencing	Kingsley	Team-2	2001-07-24	2002-03-02	
8470	Swimming-8470	Swimming	Gateshead	Team-62	2005-03-05	2006-07-12	
8471	Handball-8471	Handball	Iraq	Team-21	2002-09-10	2004-07-23	
8472	Racquets-8472	Racquets	Japan	Team-36	2013-07-02	2014-04-29	
8473	Croquet-8473	Croquet	Walligan	Team-47	2006-06-10	2007-02-24	
8474	Netball-8474	Netball	Traralgon South	Team-52	2002-02-12	2003-12-15	
8475	Rowing-8475	Rowing	Lysterfield	Team-25	2013-06-12	2015-01-20	
8476	Fencing-8476	Fencing	Balaclava (Vic.)	Team-46	2008-06-24	2010-03-24	
8477	Boxing-8477	Boxing	Noosaville	Team-45	2013-03-10	2014-12-07	
8478	Dancing-8478	Dancing	Sandhurst	Team-9	2001-11-11	2003-05-19	
8479	Swimming-8479	Swimming	Ethiopia	Team-87	2016-05-16	2018-03-19	
8480	Shooting-8480	Shooting	Mount Coot-tha	Team-26	2000-12-25	2002-09-11	
8481	Racquets-8481	Racquets	Thoopara	Team-95	2017-07-08	2019-05-30	
8482	Racquets-8482	Racquets	Geraldton	Team-29	2010-06-09	2012-04-20	
8483	Sailing-8483	Sailing	Burundi	Team-10	2008-02-14	2010-01-23	
8484	Gymnastics-8484	Gymnastics	Gymea	Team-30	2012-01-09	2012-06-16	
8485	Triathlon-8485	Triathlon	Elizabeth	Team-42	2010-11-19	2011-07-05	
8486	Diving-8486	Diving	Vermont	Team-36	2018-02-17	2019-11-01	
8487	Fencing-8487	Fencing	Brunswick (Vic.)	Team-18	2012-02-27	2013-06-20	
8488	Karate-8488	Karate	Largs Bay	Team-12	2009-02-04	2010-09-28	
8489	Fencing-8489	Fencing	Frenchs Forest	Team-52	2016-02-15	2017-09-11	
8490	Racquets-8490	Racquets	Narellan	Team-78	2013-02-04	2014-08-07	
8491	Judo-8491	Judo	Norman Park	Team-11	2014-09-09	2015-11-18	
8492	Basketball-8492	Basketball	Cedar Creek (Gold Coast - Qld)	Team-93	2010-09-01	2012-07-16	
8493	Canoe-8493	Canoe	Thomastown	Team-7	2009-06-02	2011-01-15	
8494	Track and field-8494	Track and field	Braeside	Team-20	2018-01-08	2018-08-29	
8495	Volleyball-8495	Volleyball	Potts Point	Team-89	2013-09-01	2014-05-15	
8496	Triathlon-8496	Triathlon	Cable Beach	Team-14	2004-10-09	2005-07-07	
8497	Handball-8497	Handball	Mooloolaba	Team-68	2005-07-28	2007-06-28	
8498	Pentathlon-8498	Pentathlon	Victoria Point (Qld)	Team-44	2007-04-22	2008-05-28	
8499	Archery-8499	Archery	Malawi	Team-19	2018-09-01	2020-08-10	
8500	Handball-8500	Handball	Rosny	Team-12	2018-06-13	2020-05-31	
8501	Archery-8501	Archery	Heathridge	Team-44	2009-12-09	2011-06-05	
8502	Shooting-8502	Shooting	Brownsville	Team-86	2008-10-05	2010-01-14	
8503	Basketball-8503	Basketball	Hillcrest (SA)	Team-76	2009-09-19	2011-09-03	
8504	Squash-8504	Squash	Tamala Park	Team-44	2004-03-17	2005-12-12	
8505	Basketball-8505	Basketball	Blair Athol (NSW)	Team-69	1999-09-07	2001-06-23	
8506	Swimming-8506	Swimming	Prahran	Team-39	2004-06-27	2006-06-16	
8507	Handball-8507	Handball	Carina Heights	Team-22	2017-12-11	2019-11-08	
8508	Surfing-8508	Surfing	Eagle Vale	Team-37	2005-06-26	2007-06-20	
8509	Cricket-8509	Cricket	Hope Vale	Team-60	1999-02-02	2000-09-25	
8510	Wrestling-8510	Wrestling	Warnbro	Team-86	2001-08-25	2003-05-06	
8511	Golf-8511	Golf	Deception Bay	Team-60	1999-11-09	2001-06-04	
8512	Basketball-8512	Basketball	Rosetta	Team-87	2016-02-04	2017-05-09	
8513	Swimming-8513	Swimming	Middle Park (Vic.)	Team-44	2016-08-25	2018-08-26	
8514	Pentathlon-8514	Pentathlon	Cloncurry	Team-37	2000-06-21	2002-04-20	
8515	Taekwondo-8515	Taekwondo	Ashgrove	Team-94	2000-03-07	2000-11-25	
8516	Baseball-8516	Baseball	Maddingley	Team-89	2001-11-11	2003-09-08	
8517	Badminton-8517	Badminton	Merrylands West	Team-21	2012-03-16	2013-11-21	
8518	Triathlon-8518	Triathlon	Cedar Creek (Gold Coast - Qld)	Team-15	2016-03-03	2018-01-25	
8519	Softball-8519	Softball	Brazil	Team-50	2007-09-05	2009-08-15	
8520	Canoe-8520	Canoe	Mosman	Team-59	2011-01-09	2012-08-19	
8521	Soccer-8521	Soccer	Peakhurst	Team-78	2008-08-12	2010-06-09	
8522	Rugby 7s-8522	Rugby 7s	Willetton	Team-68	2006-05-23	2007-11-01	
8523	Shooting-8523	Shooting	Maraylya	Team-24	2003-05-02	2005-04-04	
8524	Handball-8524	Handball	Truganina	Team-54	2012-10-27	2014-09-07	
8525	Pentathlon-8525	Pentathlon	Toolondo	Team-74	2006-11-16	2008-11-02	
8526	Dancing-8526	Dancing	Oatley	Team-14	2005-12-19	2006-12-23	
8527	Squash-8527	Squash	Boronia Heights	Team-11	2013-04-04	2015-01-10	
8528	Rugby union-8528	Rugby union	Hammondville	Team-89	2018-11-16	2020-10-18	
8529	Triathlon-8529	Triathlon	Seaford (Vic.)	Team-8	2005-08-22	2007-07-13	
8530	Judo-8530	Judo	Sunbury	Team-96	1999-09-02	2001-09-07	
8531	Squash-8531	Squash	Howard Springs	Team-85	2004-10-20	2005-04-11	
8532	Wrestling-8532	Wrestling	Hamilton South	Team-65	2015-07-21	2017-07-04	
8533	Badminton-8533	Badminton	Eatons Hill	Team-92	2018-06-20	2020-05-29	
8534	Kayak-8534	Kayak	Leonay	Team-25	2014-11-22	2015-09-17	
8535	Diving-8535	Diving	Pakistan	Team-43	2010-07-20	2011-12-13	
8536	Squash-8536	Squash	Modbury North	Team-29	2013-01-06	2014-10-29	
8537	Rugby 7s-8537	Rugby 7s	South Plantations	Team-92	2015-03-28	2017-01-19	
8538	Wrestling-8538	Wrestling	Carrajung	Team-73	1999-12-04	2001-01-27	
8539	Tennis-8539	Tennis	Bass Hill	Team-57	2015-03-22	2017-01-03	
8540	Basketball-8540	Basketball	Prince Henry Heights	Team-53	2006-07-05	2007-02-11	
8541	Fencing-8541	Fencing	Noble Park North	Team-77	2000-06-27	2001-09-13	
8542	Weightlifting-8542	Weightlifting	Redlynch	Team-32	2011-10-06	2013-09-23	
8543	Canoe-8543	Canoe	Carrum	Team-63	2009-04-20	2011-01-30	
8544	Netball-8544	Netball	Estonia	Team-44	2006-05-22	2008-04-24	
8545	Volleyball-8545	Volleyball	Togo	Team-72	2011-10-04	2013-06-28	
8546	Equestrian-8546	Equestrian	Gambia	Team-13	2017-02-06	2019-01-05	
8547	Swimming-8547	Swimming	Wantirna South	Team-29	2009-04-17	2010-10-05	
8548	Hockey-8548	Hockey	Kanahooka	Team-75	2014-07-10	2016-06-05	
8549	Shooting-8549	Shooting	Woronora	Team-23	2018-10-18	2020-06-28	
8550	Racquets-8550	Racquets	Kilsyth	Team-5	2010-08-02	2012-03-12	
8551	Gymnastics-8551	Gymnastics	Kerry	Team-59	1999-02-14	2000-02-27	
8552	Lacrosse-8552	Lacrosse	Deception Bay	Team-48	2003-11-14	2005-09-06	
8553	Climbing-8553	Climbing	Chile	Team-27	2008-07-26	2010-06-09	
8554	Softball-8554	Softball	Lake Munmorah	Team-61	2016-11-05	2018-10-21	
8555	Squash-8555	Squash	Teneriffe	Team-68	2005-05-17	2006-06-18	
8556	Judo-8556	Judo	Mulgrave (Vic.)	Team-97	2005-11-14	2007-08-07	
8557	Sailing-8557	Sailing	Tarneit	Team-72	2017-10-28	2019-07-09	
8558	Croquet-8558	Croquet	Surry Hills	Team-36	2006-07-23	2007-09-19	
8559	Badminton-8559	Badminton	Fletcher (NSW)	Team-15	2003-08-06	2005-08-10	
8560	Canoe-8560	Canoe	Glenning Valley	Team-38	2001-01-14	2002-04-17	
8561	Boxing-8561	Boxing	Roxburgh Park	Team-27	2010-08-20	2012-02-23	
8562	Polo-8562	Polo	Tunisia	Team-50	2008-05-19	2008-07-22	
8563	Badminton-8563	Badminton	Croydon Park (NSW)	Team-24	2011-05-21	2012-10-07	
8564	Track and field-8564	Track and field	Tolmans Hill	Team-80	2006-08-23	2008-05-28	
8565	Racquets-8565	Racquets	Deagon	Team-52	2016-03-20	2017-08-23	
8566	Golf-8566	Golf	Cobram East	Team-57	2015-09-09	2017-04-09	
8567	Basketball-8567	Basketball	Trinity Park	Team-72	2003-02-08	2005-01-13	
8568	Tennis-8568	Tennis	Slacks Creek	Team-29	2015-09-16	2017-07-11	
8569	Archery-8569	Archery	Forde	Team-67	2018-08-14	2020-04-20	
8570	Cycling-8570	Cycling	Kippa-Ring	Team-56	2004-05-23	2005-06-29	
8571	Water polo-8571	Water polo	Allanson	Team-42	2006-12-27	2008-09-02	
8572	Taekwondo-8572	Taekwondo	Kurwongbah	Team-2	2003-05-01	2003-11-02	
8573	Soccer-8573	Soccer	Rangewood	Team-62	2002-02-10	2003-10-15	
8574	Volleyball-8574	Volleyball	Wareemba	Team-98	2005-04-16	2006-10-27	
8575	Baseball-8575	Baseball	Fletcher (NSW)	Team-29	2000-08-12	2002-08-16	
8576	Lacrosse-8576	Lacrosse	Castlereagh	Team-32	2015-04-26	2017-03-10	
8577	Lacrosse-8577	Lacrosse	Harkaway	Team-73	2016-02-20	2018-02-09	
8578	Sailing-8578	Sailing	Southport (Qld)	Team-76	2007-12-25	2009-12-28	
8579	Boxing-8579	Boxing	Beechboro	Team-95	2008-01-12	2009-08-11	
8580	Pentathlon-8580	Pentathlon	Dennington	Team-48	2012-07-17	2014-03-22	
8581	Rugby 7s-8581	Rugby 7s	Kingsley	Team-58	2010-11-11	2012-10-21	
8582	Golf-8582	Golf	Dandenong North	Team-85	2002-06-10	2004-06-02	
8583	Surfing-8583	Surfing	Brandy Hill	Team-62	2011-11-24	2013-03-20	
8584	Track and field-8584	Track and field	Springfield Central	Team-69	2011-11-13	2013-10-29	
8585	Judo-8585	Judo	Gowrie Mountain	Team-61	2008-01-27	2009-02-26	
8586	Softball-8586	Softball	China	Team-79	2009-06-15	2010-12-03	
8587	Taekwondo-8587	Taekwondo	Chelsea	Team-41	2015-01-13	2016-04-30	
8588	Polo-8588	Polo	Glenorchy (Tas.)	Team-89	2008-10-09	2010-08-15	
8589	Triathlon-8589	Triathlon	Isaacs	Team-64	2011-04-18	2011-12-05	
8590	Softball-8590	Softball	Kirwan	Team-29	2008-09-16	2010-08-07	
8591	Water polo-8591	Water polo	Trevallyn	Team-88	2008-06-11	2009-07-09	
8592	Triathlon-8592	Triathlon	Pascoe Vale	Team-41	2003-09-09	2004-03-25	
8593	Fencing-8593	Fencing	Wattle Grove (NSW)	Team-87	2012-10-26	2014-05-27	
8594	Judo-8594	Judo	Kingston (ACT)	Team-74	2011-01-01	2012-11-30	
8595	Dancing-8595	Dancing	Carlton (Vic.)	Team-26	2018-11-09	2020-06-19	
8596	Golf-8596	Golf	Liberia	Team-67	2010-11-15	2012-11-20	
8597	Squash-8597	Squash	Lesotho	Team-34	2010-04-11	2012-03-03	
8598	Diving-8598	Diving	Hawthorn (Vic.)	Team-7	2018-08-17	2020-07-22	
8599	Tennis-8599	Tennis	Budgewoi	Team-80	2004-01-26	2005-06-26	
8600	Climbing-8600	Climbing	Wilston	Team-65	2017-05-05	2019-04-07	
8601	Handball-8601	Handball	Mosman	Team-14	2008-07-17	2010-04-25	
8602	Wrestling-8602	Wrestling	Burnley	Team-68	2016-12-08	2018-02-23	
8603	Surfing-8603	Surfing	Oman	Team-47	2001-04-13	2003-03-13	
8604	Boxing-8604	Boxing	Colombia	Team-75	2016-08-10	2017-03-15	
8605	Fencing-8605	Fencing	Morwell	Team-73	2018-08-19	2020-08-14	
8606	Croquet-8606	Croquet	Calamvale	Team-5	2005-01-27	2006-11-25	
8607	Pentathlon-8607	Pentathlon	Kensington (Vic.)	Team-8	2015-04-23	2017-03-17	
8608	Racquets-8608	Racquets	Gordon (Vic.)	Team-93	2018-10-17	2020-08-05	
8609	Judo-8609	Judo	Bertram	Team-96	2017-06-19	2018-04-25	
8610	Judo-8610	Judo	Brentwood (WA)	Team-60	1999-09-19	2001-08-29	
8611	Polo-8611	Polo	Fairfield (NSW)	Team-54	2012-06-19	2014-06-03	
8612	Basketball-8612	Basketball	Leopold	Team-82	2009-08-28	2010-08-04	
8613	Weightlifting-8613	Weightlifting	Hawthorn East	Team-48	2010-02-08	2011-11-06	
8614	Shooting-8614	Shooting	Panton Hill	Team-72	2006-07-15	2008-02-05	
8615	Weightlifting-8615	Weightlifting	Clontarf (NSW)	Team-52	1999-08-19	2001-06-11	
8616	Volleyball-8616	Volleyball	South Stradbroke	Team-37	2013-11-28	2015-07-29	
8617	Gymnastics-8617	Gymnastics	Pagewood	Team-30	2007-03-09	2008-10-23	
8618	Swimming-8618	Swimming	Wheelers Hill	Team-94	2014-05-18	2015-12-18	
8619	Gymnastics-8619	Gymnastics	Thuringowa Central	Team-63	2011-05-19	2012-10-10	
8620	Boxing-8620	Boxing	Travancore	Team-1	2004-11-15	2006-10-26	
8621	Rowing-8621	Rowing	Gordon Park	Team-77	2000-12-27	2002-08-18	
8622	Soccer-8622	Soccer	Gundaroo	Team-75	2016-10-05	2018-07-09	
8623	Rugby union-8623	Rugby union	Fawkner	Team-21	1999-04-17	2000-04-07	
8624	Lacrosse-8624	Lacrosse	Orbost	Team-41	2010-03-21	2010-10-21	
8625	Softball-8625	Softball	Fairfield Heights	Team-81	2012-08-15	2013-11-15	
8626	Cycling-8626	Cycling	Woodvale (WA)	Team-12	2006-04-12	2008-04-13	
8627	Pentathlon-8627	Pentathlon	Strathfield (NSW)	Team-6	2011-05-21	2013-03-25	
8628	Racquets-8628	Racquets	Holland Park West	Team-58	2009-01-20	2010-09-09	
8629	Surfing-8629	Surfing	Philippines	Team-92	2018-11-13	2020-10-30	
8630	Volleyball-8630	Volleyball	Curl Curl	Team-9	2007-10-21	2009-10-11	
8631	Soccer-8631	Soccer	Noosaville	Team-37	2014-05-22	2015-12-20	
8632	Archery-8632	Archery	Mount Camel	Team-55	2010-01-21	2011-09-06	
8633	Soccer-8633	Soccer	Millendon	Team-60	2003-12-20	2005-10-30	
8634	Softball-8634	Softball	Noble Park North	Team-68	2010-11-28	2012-11-22	
8635	Shooting-8635	Shooting	Burleigh Heads	Team-42	2014-01-15	2015-10-21	
8636	Tennis-8636	Tennis	Paradise Point	Team-23	2012-10-24	2014-07-22	
8637	Sailing-8637	Sailing	Mernda	Team-8	2011-07-13	2013-04-01	
8638	Handball-8638	Handball	Nariel Valley	Team-26	2007-05-13	2009-02-28	
8639	Hockey-8639	Hockey	Binjura	Team-74	2009-07-17	2011-07-06	
8640	Archery-8640	Archery	Elizabeth South	Team-69	2017-05-25	2019-01-25	
8641	Lacrosse-8641	Lacrosse	O'Connor (WA)	Team-82	2009-12-12	2011-06-14	
8642	Softball-8642	Softball	The Lagoon	Team-49	2014-06-27	2015-08-20	
8643	Equestrian-8643	Equestrian	Hilton (WA)	Team-69	2001-01-08	2002-07-24	
8644	Equestrian-8644	Equestrian	China	Team-96	1999-10-04	2001-05-22	
8645	Taekwondo-8645	Taekwondo	Beaumaris (Vic.)	Team-98	2018-06-14	2020-05-07	
8646	Bowling-8646	Bowling	Maroubra	Team-9	2017-12-13	2019-08-30	
8647	Boxing-8647	Boxing	Doncaster East	Team-40	2008-08-19	2010-07-18	
8648	Golf-8648	Golf	Wollongbar	Team-14	2008-10-24	2010-07-26	
8649	Sailing-8649	Sailing	Floreat	Team-81	2001-05-04	2002-08-26	
8650	Kayak-8650	Kayak	East Corrimal	Team-79	2005-01-08	2006-02-23	
8651	Track and field-8651	Track and field	Nunawading	Team-16	2005-08-15	2007-05-05	
8652	Water polo-8652	Water polo	Azerbaijan	Team-57	2001-11-25	2003-09-04	
8653	Boxing-8653	Boxing	Coorparoo	Team-96	2006-07-27	2007-08-24	
8654	Hockey-8654	Hockey	Gymea	Team-79	2004-05-23	2005-02-15	
8655	Equestrian-8655	Equestrian	Pyrmont	Team-59	2010-04-08	2011-05-15	
8656	Hockey-8656	Hockey	Pakenham	Team-36	2004-05-08	2006-01-20	
8657	Shooting-8657	Shooting	Macleod (Vic.)	Team-84	2014-11-14	2016-11-09	
8658	Rowing-8658	Rowing	Deer Park	Team-16	2003-01-19	2005-01-06	
8659	Swimming-8659	Swimming	Toolondo	Team-86	2005-11-02	2007-05-09	
8660	Netball-8660	Netball	Canoelands	Team-84	2010-12-01	2012-04-01	
8661	Track and field-8661	Track and field	Harrogate	Team-28	2017-05-20	2017-08-16	
8662	Diving-8662	Diving	Umina Beach	Team-97	2016-01-03	2016-05-15	
8663	Judo-8663	Judo	Callignee	Team-8	2003-02-06	2004-12-01	
8664	Swimming-8664	Swimming	Castlecrag	Team-50	1999-06-02	2000-10-11	
8665	Diving-8665	Diving	Chirnside Park	Team-62	2002-12-02	2004-04-30	
8666	Judo-8666	Judo	Illawong	Team-4	2010-07-15	2012-01-29	
8667	Basketball-8667	Basketball	Frankston South	Team-75	2014-09-17	2016-08-20	
8668	Squash-8668	Squash	Upper Brookfield	Team-43	2007-07-08	2009-05-04	
8669	Fencing-8669	Fencing	Maryland (Newcastle - NSW)	Team-96	2008-10-26	2010-07-05	
8670	Wrestling-8670	Wrestling	Loftus	Team-8	2001-11-05	2003-05-12	
8671	Softball-8671	Softball	Tamarama	Team-98	2015-12-16	2017-10-31	
8672	Soccer-8672	Soccer	Samoa	Team-52	2001-05-02	2003-01-23	
8673	Lacrosse-8673	Lacrosse	Kilsyth	Team-59	2018-07-06	2019-08-24	
8674	Canoe-8674	Canoe	Currambine	Team-50	2006-02-07	2008-01-28	
8675	Rugby 7s-8675	Rugby 7s	Port Curtis	Team-40	2017-11-26	2019-09-26	
8676	Canoe-8676	Canoe	Holder (ACT)	Team-45	2018-12-28	2020-06-23	
8677	Karate-8677	Karate	Coromandel Valley	Team-85	2008-02-23	2010-01-16	
8678	Polo-8678	Polo	Pardoo	Team-24	2016-04-09	2018-03-16	
8679	Canoe-8679	Canoe	Cyprus	Team-49	2012-07-28	2014-03-25	
8680	Sailing-8680	Sailing	Condell Park	Team-82	2000-04-14	2001-12-23	
8681	Dancing-8681	Dancing	Colac West	Team-51	2014-02-04	2015-01-14	
8682	Polo-8682	Polo	Hallam	Team-34	2009-01-24	2011-01-15	
8683	Dancing-8683	Dancing	Woodcroft (SA)	Team-72	2009-08-08	2010-12-08	
8684	Fencing-8684	Fencing	Clemton Park	Team-28	2007-07-12	2009-06-12	
8685	Canoe-8685	Canoe	Indonesia	Team-45	2010-09-03	2012-01-25	
8686	Dancing-8686	Dancing	Libya	Team-81	2001-10-13	2003-07-29	
8687	Handball-8687	Handball	Jacana	Team-37	2002-02-11	2003-01-10	
8688	Bowling-8688	Bowling	Casey	Team-29	2010-03-25	2012-03-16	
8689	Archery-8689	Archery	Kuraby	Team-9	2018-11-21	2020-09-02	
8690	Pentathlon-8690	Pentathlon	Raglan (Vic.)	Team-19	2003-12-24	2005-09-21	
8691	Netball-8691	Netball	Salisbury East	Team-67	2007-09-11	2008-06-26	
8692	Kayak-8692	Kayak	Rathmines	Team-22	2010-03-19	2011-05-16	
8693	Tennis-8693	Tennis	Clifton Grove	Team-47	1999-07-21	2001-06-21	
8694	Kayak-8694	Kayak	Kew (Vic.)	Team-83	2007-01-19	2008-09-27	
8695	Handball-8695	Handball	East Perth	Team-16	2012-11-25	2014-10-18	
8696	Rowing-8696	Rowing	Woodford Island	Team-64	2004-03-13	2006-03-01	
8697	Handball-8697	Handball	Westbourne Park	Team-38	2001-01-05	2002-03-05	
8698	Soccer-8698	Soccer	Richlands (Qld)	Team-35	2015-10-15	2017-10-13	
8699	Gymnastics-8699	Gymnastics	Pooraka	Team-44	2012-07-19	2014-05-26	
8700	Archery-8700	Archery	Narara	Team-75	2001-10-07	2003-04-23	
8701	Baseball-8701	Baseball	Jannali	Team-51	2008-11-23	2010-01-24	
8702	Cycling-8702	Cycling	Fairfield East	Team-72	2000-08-03	2002-06-23	
8703	Wrestling-8703	Wrestling	Glenwood (NSW)	Team-34	2010-10-08	2012-06-02	
8704	Equestrian-8704	Equestrian	Cannington	Team-94	2015-04-20	2017-03-13	
8705	Sailing-8705	Sailing	Derrimut	Team-73	2016-01-03	2017-11-02	
8706	Swimming-8706	Swimming	North Epping	Team-51	2006-06-26	2007-12-06	
8707	Wrestling-8707	Wrestling	Robin Hill	Team-22	2002-11-24	2004-06-15	
8708	Karate-8708	Karate	Frankston South	Team-72	2018-09-06	2020-05-10	
8709	Shooting-8709	Shooting	Mooroolbark	Team-23	2012-10-16	2014-06-03	
8710	Dancing-8710	Dancing	Cranbourne North	Team-18	2006-12-02	2008-11-17	
8711	Hockey-8711	Hockey	Glebe (NSW)	Team-25	2003-03-09	2004-10-27	
8712	Judo-8712	Judo	Bugle Ranges	Team-20	2018-01-25	2019-07-07	
8713	Netball-8713	Netball	Mitcham (Vic.)	Team-64	2000-11-04	2001-09-09	
8714	Water polo-8714	Water polo	Cardiff Heights	Team-29	2002-09-10	2004-04-06	
8715	Equestrian-8715	Equestrian	Bondi	Team-83	2010-01-11	2011-12-18	
8716	Boxing-8716	Boxing	Peakhurst Heights	Team-43	2004-11-01	2006-07-30	
8717	Sailing-8717	Sailing	Whiteside	Team-75	2002-03-22	2004-03-22	
8718	Racquets-8718	Racquets	Seaford (Vic.)	Team-85	2018-03-19	2019-11-21	
8719	Rugby 7s-8719	Rugby 7s	Warnbro	Team-25	2016-04-22	2017-08-22	
8720	Squash-8720	Squash	Beverly Hills	Team-2	2008-07-23	2010-06-28	
8721	Golf-8721	Golf	Fennell Bay	Team-66	2007-08-02	2009-04-11	
8722	Kayak-8722	Kayak	Seven Hills (NSW)	Team-59	2005-08-20	2006-06-21	
8723	Cricket-8723	Cricket	Hillcrest (SA)	Team-83	2014-06-11	2016-01-05	
8724	Wrestling-8724	Wrestling	Mount Whitestone	Team-12	2006-08-08	2008-05-26	
8725	Squash-8725	Squash	Huntingdale (Vic.)	Team-49	2012-03-26	2013-09-15	
8726	Volleyball-8726	Volleyball	Rooty Hill	Team-75	2004-03-20	2005-01-13	
8727	Wrestling-8727	Wrestling	Parafield Gardens	Team-68	2002-11-24	2004-08-25	
8728	Dancing-8728	Dancing	Toukley	Team-75	2012-05-01	2014-03-13	
